"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","-166.142387","Million USD","Normal","NA","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","-132.323287","Million USD","Normal","NA","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","213.066297","Million USD","Normal","NA","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","345.389584","Million USD","Normal","NA","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-33.8191","Million USD","Normal","NA","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-33.8191","Million USD","Normal","NA","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","NA","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","59.2811942","Million USD","Normal","NA","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","59.2811942","Million USD","Normal","NA","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","NA","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Jan-2024","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","59.2811942","Million USD","Normal","NA","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","284.245672","Million USD","Normal","NA","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","284.245672","Million USD","Normal","NA","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","251.979716","Million USD","Normal","NA","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","288.964799","Million USD","Normal","NA","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","36.985083","Million USD","Normal","NA","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","32.265956","Million USD","Normal","NA","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","32.265956","Million USD","Normal","NA","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","NA","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","0","Million USD","Normal","NA","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","0","Million USD","Normal","NA","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","NA","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Dec-2023","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","0","Million USD","Normal","NA","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","197.0020595","Million USD","Normal","NA","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","199.952157","Million USD","Normal","NA","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","172.416113","Million USD","Normal","NA","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","222.105127","Million USD","Normal","NA","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","49.689014","Million USD","Normal","NA","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","27.536044","Million USD","Normal","NA","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","27.536044","Million USD","Normal","NA","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","NA","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-2.9500975","Million USD","Normal","NA","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-2.9500975","Million USD","Normal","NA","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","NA","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Nov-2023","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-2.9500975","Million USD","Normal","NA","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","167.6331856","Million USD","Normal","NA","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","164.686924","Million USD","Normal","NA","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","163.306694","Million USD","Normal","NA","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","202.552917","Million USD","Normal","NA","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","39.246223","Million USD","Normal","NA","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","1.38023","Million USD","Normal","NA","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","1.38023","Million USD","Normal","NA","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","NA","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","2.9462616","Million USD","Normal","NA","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","2.9462616","Million USD","Normal","NA","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","NA","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Oct-2023","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","2.9462616","Million USD","Normal","NA","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","196.471028","Million USD","Normal","NA","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","200.168945","Million USD","Normal","NA","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","213.342966","Million USD","Normal","NA","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","252.029632","Million USD","Normal","NA","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","38.686666","Million USD","Normal","NA","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","-13.174021","Million USD","Normal","NA","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","-13.174021","Million USD","Normal","NA","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","NA","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-3.697917","Million USD","Normal","NA","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-3.697917","Million USD","Normal","NA","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","NA","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","30-Sep-2023","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-3.697917","Million USD","Normal","NA","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","187.2905999","Million USD","Normal","NA","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","189.35262","Million USD","Normal","NA","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","182.799607","Million USD","Normal","NA","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","231.912272","Million USD","Normal","NA","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","49.112665","Million USD","Normal","NA","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","6.553013","Million USD","Normal","NA","60","Net Foreign Private Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00070","..................a Equity Securities","6.553013","Million USD","Normal","NA","70","Private Portfolio Investment Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00080","..................b Debt Securities","0","Million USD","Normal","NA","80","Private Portfolio Investment Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00090","......II Foreign Public Investment","-2.0620201","Million USD","Normal","NA","90","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00100","............i Portfolio Investment","-2.0620201","Million USD","Normal","NA","100","Net Foreign Public Portfolio Investment"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00110","..................a Equity Securities","0","Million USD","Normal","NA","110","Net Foreign Public Portfolio Investment in Equity Securities"
"Summary of Foreign Investment in Pakistan","31-Aug-2023","TS_GP_FI_SUMFIPK_M.FI00120","..................b Debt Securities","-2.0620201","Million USD","Normal","NA","120","Net Foreign Public Portfolio Investment in Debt Securities"
"Summary of Foreign Investment in Pakistan","31-Jul-2023","TS_GP_FI_SUMFIPK_M.FI00010","1 Total Foreign Investment","146.3581673","Million USD","Normal","NA","10","Net Total Foreign Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2023","TS_GP_FI_SUMFIPK_M.FI00020","......I Foreign Private Investment","140.361461","Million USD","Normal","NA","20","Net Foreign Private Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2023","TS_GP_FI_SUMFIPK_M.FI00030","............i FDI in Pakistan","124.095981","Million USD","Normal","NA","30","Net Foreign Direct Investment in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2023","TS_GP_FI_SUMFIPK_M.FI00040","..................a FDI Inflow","181.747212","Million USD","Normal","NA","40","Total FDI Inflows in Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2023","TS_GP_FI_SUMFIPK_M.FI00050","..................b FDI Outflow","57.651231","Million USD","Normal","NA","50","Total FDI outflows from Pakistan"
"Summary of Foreign Investment in Pakistan","31-Jul-2023","TS_GP_FI_SUMFIPK_M.FI00060","............ii Private Portfolio Investment","16.26548","Million USD","Normal","NA","60","Net Foreign Private Portfolio Investment"
